aspect,box_area,h,iou,poly_box_ratio,reasons,split,stem,w
1.137,0.022131,0.1587,,0.7186,touches_boundary,train,OHI_datasetIMG_6146_JPG.rf.3987eb67312b935c78f632c09c064bc8,0.1395
1.592,0.032878,0.2288,,0.6472,touches_boundary,train,OHI_datasetIMG_6146_JPG.rf.3987eb67312b935c78f632c09c064bc8,0.1437
1.246,0.028206,0.1874,,0.8602,touches_boundary,train,OHI_datasetIMG_6161_JPG.rf.16769f0a6cd4bf53719e65670013acaa,0.1505
1.775,0.011471,0.0804,,0.8873,touches_boundary,train,OHI_datasetIMG_6161_JPG.rf.16769f0a6cd4bf53719e65670013acaa,0.1427
1.314,0.02933,0.1963,,0.8655,touches_boundary,train,OHI_datasetIMG_6161_JPG.rf.16769f0a6cd4bf53719e65670013acaa,0.1494
1.483,0.041044,0.2467,,0.9655,touches_boundary,train,OHI_datasetIMG_6161_JPG.rf.6d3ca391de35f1bbb29565ccbd853150,0.1664
2.847,0.006671,0.0484,,0.9696,touches_boundary,train,OHI_datasetIMG_6161_JPG.rf.6d3ca391de35f1bbb29565ccbd853150,0.1378
1.443,0.008804,0.1127,,0.9342,touches_boundary,train,OHI_datasetIMG_6162_JPG.rf.78c74fa0760ed785d1b21c3173561169,0.0781
1.404,0.009793,0.0835,,0.8197,touches_boundary,train,OHI_datasetIMG_6162_JPG.rf.dbdfd5e44719c1717493a8c33dfc2c3f,0.1173
1.07,0.012008,0.1059,,0.8103,touches_boundary,train,OHI_datasetIMG_6162_JPG.rf.dbdfd5e44719c1717493a8c33dfc2c3f,0.1133
1.299,0.023367,0.1742,,0.7748,touches_boundary,train,OHI_datasetIMG_6162_JPG.rf.dbdfd5e44719c1717493a8c33dfc2c3f,0.1341
1.278,0.006016,0.0686,,0.8165,touches_boundary,train,OHI_datasetIMG_6162_JPG.rf.dbdfd5e44719c1717493a8c33dfc2c3f,0.0877
2.506,0.009638,0.1554,,0.365,low_polygon_to_box_ratio,train,OHI_datasetIMG_6167_JPG.rf.29350beb7be0d1291219452af2105f0e,0.062
2.208,0.015043,0.1823,,0.4463,low_polygon_to_box_ratio,train,OHI_datasetIMG_6167_JPG.rf.29350beb7be0d1291219452af2105f0e,0.0825
2.514,0.012266,0.1756,,0.3627,low_polygon_to_box_ratio,train,OHI_datasetIMG_6167_JPG.rf.29350beb7be0d1291219452af2105f0e,0.0699
6.814,0.003164,0.1468,,1.0,extreme_aspect,train,OHI_datasetIMG_6167_JPG.rf.bb7b023e0c4237080ce3e81df8a08b39,0.0215
6.883,0.004002,0.166,,1.0,extreme_aspect,train,OHI_datasetIMG_6167_JPG.rf.bb7b023e0c4237080ce3e81df8a08b39,0.0241
5.06,0.004642,0.1533,,0.7332,extreme_aspect,train,OHI_datasetIMG_6167_JPG.rf.cfe7d2d55d354632945a6d93edf49b47,0.0303
5.097,0.005887,0.1732,,0.7313,extreme_aspect,train,OHI_datasetIMG_6167_JPG.rf.cfe7d2d55d354632945a6d93edf49b47,0.034
1.27,0.022303,0.1683,,0.9442,touches_boundary,train,OHI_datasetIMG_6170_JPG.rf.401db9d0fc8937ee6404564ef6d54216,0.1325
1.39,0.036163,0.2242,,0.6984,touches_boundary,train,OHI_datasetIMG_6236_JPG.rf.74a38f8a1a688bf793653fd95dbc3e13,0.1613
5.057,0.003688,0.1366,,1.0,extreme_aspect,train,OHI_datasetIMG_6241_JPG.rf.a10adcd1c4694aae01eb2e400b9b2e59,0.027
1.951,0.032316,0.2511,,0.7917,touches_boundary,train,OHI_datasetIMG_6251_JPG.rf.af470bea442f77f277fc88daf10795ab,0.1287
7.161,0.004841,0.1862,,1.0,extreme_aspect,train,OHI_datasetIMG_6266_JPG.rf.de0a314d3383555657b976993cdab541,0.026
6.381,0.006,0.1957,,0.887,extreme_aspect,train,OHI_datasetIMG_6266_JPG.rf.e46f0192cd92646cdc881563e7e0a45d,0.0307
1.748,0.050075,0.2958,,0.9274,touches_boundary,train,OHI_datasetIMG_6267_JPG.rf.8e1bbc87c0e5ee26450e7d5139d17a2a,0.1693
1.518,0.049645,0.2745,,0.9342,touches_boundary,train,OHI_datasetIMG_6267_JPG.rf.c67f25b4cca3b83b60d22e887f0fcfce,0.1809
1.351,0.059845,0.2843,,0.9422,touches_boundary,train,OHI_datasetIMG_6267_JPG.rf.c67f25b4cca3b83b60d22e887f0fcfce,0.2105
1.012,0.02645,0.1636,,0.7715,touches_boundary,train,OHI_datasetIMG_6328_JPG.rf.cc5e43e30cb8cdfda128d7763af82e10,0.1617
1.293,0.038688,0.173,,0.7974,touches_boundary,train,OHI_datasetIMG_6328_JPG.rf.d5ebf28efa1a6d57834434ae91cd2ead,0.2236
1.131,0.043534,0.1962,,0.811,touches_boundary,train,OHI_datasetIMG_6328_JPG.rf.d5ebf28efa1a6d57834434ae91cd2ead,0.2219
1.069,0.021813,0.1429,,0.9211,touches_boundary,train,OHI_datasetIMG_6329_JPG.rf.9926c6c56a7466909859a17cb4da9481,0.1527
1.217,0.016298,0.1157,,0.7638,touches_boundary,train,OHI_datasetIMG_6329_JPG.rf.f88b89e5e36e24bf8c92efcaa1708642,0.1408
1.05,0.017056,0.1275,,0.7828,touches_boundary,train,OHI_datasetIMG_6329_JPG.rf.f88b89e5e36e24bf8c92efcaa1708642,0.1338
1.036,0.022012,0.151,,0.7705,touches_boundary,train,OHI_datasetIMG_6329_JPG.rf.f88b89e5e36e24bf8c92efcaa1708642,0.1458
1.01,0.023015,0.151,,0.8431,touches_boundary,train,OHI_datasetIMG_6340_JPG.rf.287e10d6e583b0df583892aa4a5e55fc,0.1524
1.773,0.020675,0.108,,0.753,touches_boundary,train,OHI_datasetIMG_6340_JPG.rf.b727a994e06f563f4b1b613f6e0fc88f,0.1915
1.328,0.030082,0.1999,,0.7522,touches_boundary,train,OHI_datasetIMG_6340_JPG.rf.b727a994e06f563f4b1b613f6e0fc88f,0.1505
1.451,0.032649,0.2177,,0.7326,touches_boundary,train,OHI_datasetIMG_6360_JPG.rf.4a8279a4755e400d676237ccbfdc27d5,0.15
1.174,0.028508,0.1829,,0.8008,touches_boundary,train,OHI_datasetIMG_6360_JPG.rf.4a8279a4755e400d676237ccbfdc27d5,0.1558
1.442,0.034934,0.2245,,0.7336,touches_boundary,train,OHI_datasetIMG_6360_JPG.rf.4a8279a4755e400d676237ccbfdc27d5,0.1556
1.041,0.030219,0.1774,,0.8215,touches_boundary,train,OHI_datasetIMG_6382_JPG.rf.b0483171d4683165d0cfed72d4651e21,0.1704
5.029,0.00569,0.1692,,1.0,extreme_aspect,train,OHI_datasetIMG_6397_JPG.rf.bc6012ac89567ca2bcbe8ac183b960de,0.0336
1.386,0.014662,0.1425,,0.9392,touches_boundary,train,OHI_datasetIMG_6400_JPG.rf.01bd28be5753f94e5eff6aef31cf1067,0.1029
1.445,0.019043,0.1659,,0.9398,touches_boundary,train,OHI_datasetIMG_6400_JPG.rf.01bd28be5753f94e5eff6aef31cf1067,0.1148
1.432,0.014501,0.1441,,0.9373,touches_boundary,train,OHI_datasetIMG_6400_JPG.rf.f368b4504cb1a72d3c544aecefc89eef,0.1006
1.486,0.018741,0.1669,,0.9387,touches_boundary,train,OHI_datasetIMG_6400_JPG.rf.f368b4504cb1a72d3c544aecefc89eef,0.1123
5.478,0.011632,0.2524,,0.7119,extreme_aspect,train,OHI_datasetIMG_6409_JPG.rf.106dd78c2e7dd0e6ba16b4166b4732f7,0.0461
5.422,0.00574,0.1764,,0.7148,extreme_aspect,train,OHI_datasetIMG_6409_JPG.rf.106dd78c2e7dd0e6ba16b4166b4732f7,0.0325
7.61,0.007616,0.2407,,1.0,extreme_aspect,train,OHI_datasetIMG_6409_JPG.rf.b87cda0eed9e0d573c0b6a12e0b22fb3,0.0316
7.5,0.003773,0.1682,,1.0,extreme_aspect,train,OHI_datasetIMG_6409_JPG.rf.b87cda0eed9e0d573c0b6a12e0b22fb3,0.0224
5.487,0.006378,0.1871,,1.0,extreme_aspect,train,OHI_datasetIMG_6409_JPG.rf.b87cda0eed9e0d573c0b6a12e0b22fb3,0.0341
2.713,0.02214,0.2451,,0.3549,low_polygon_to_box_ratio,train,OHI_datasetIMG_6409_JPG.rf.ca284ac31eecaf45c7375cbc95a2201c,0.0903
2.7,0.010871,0.1713,,0.3581,low_polygon_to_box_ratio,train,OHI_datasetIMG_6409_JPG.rf.ca284ac31eecaf45c7375cbc95a2201c,0.0634
2.423,0.01534,0.1928,,0.429,low_polygon_to_box_ratio,train,OHI_datasetIMG_6409_JPG.rf.ca284ac31eecaf45c7375cbc95a2201c,0.0796
1.596,0.039247,0.2503,,0.8522,touches_boundary,train,OHI_datasetIMG_6433_JPG.rf.00c87d5ce773c5ca0d69800ee29908f9,0.1568
1.128,0.03747,0.2056,,0.684,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.2f162de9ac28e08568de382e3165a868,0.1823
1.27,0.042426,0.2321,,0.6772,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.2f162de9ac28e08568de382e3165a868,0.1828
2.973,0.002548,0.0293,,0.6427,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.2f162de9ac28e08568de382e3165a868,0.087
1.026,0.02524,0.1609,,0.719,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.2f162de9ac28e08568de382e3165a868,0.1568
1.227,0.042974,0.2296,,0.683,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.2f162de9ac28e08568de382e3165a868,0.1872
1.654,0.067714,0.3346,,0.6985,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.2f162de9ac28e08568de382e3165a868,0.2024
1.874,0.030817,0.2403,,0.7343,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.2f162de9ac28e08568de382e3165a868,0.1282
1.012,0.007433,0.0857,,0.8218,touches_boundary,train,OHI_datasetIMG_6439_JPG.rf.bcf7188f37ea36492ad0d59b9cb7342e,0.0867
1.135,0.030614,0.1642,,0.7814,touches_boundary,train,OHI_datasetIMG_6440_JPG.rf.aeab8b511ec88182f271fcfb9602b104,0.1864
5.766,0.003814,0.1483,,1.0,extreme_aspect,train,OHI_datasetIMG_6447_JPG.rf.099cf20d41cf60c1174c50058610158b,0.0257
2.572,0.010331,0.163,,0.4345,low_polygon_to_box_ratio,train,OHI_datasetIMG_6447_JPG.rf.8bcf5753c66e3a22b2dff3957e2ae42f,0.0634
1.269,0.040428,0.2265,,0.7649,touches_boundary,train,OHI_datasetIMG_6566_JPG.rf.0c32d811b9dd9233d4d286db7bce668f,0.1785
1.407,0.003196,0.0671,,0.7746,touches_boundary,train,OHI_datasetIMG_6566_JPG.rf.0c32d811b9dd9233d4d286db7bce668f,0.0477
1.223,0.041385,0.2249,,0.7278,touches_boundary,train,OHI_datasetIMG_6566_JPG.rf.0c32d811b9dd9233d4d286db7bce668f,0.184
2.812,0.00407,0.038,,0.6993,touches_boundary,train,OHI_datasetIMG_6566_JPG.rf.0c32d811b9dd9233d4d286db7bce668f,0.107
1.375,0.025718,0.1368,,0.8039,touches_boundary,train,OHI_datasetIMG_6566_JPG.rf.cb6e402a7068e1a9a9cf3fed0e3f6c91,0.1881
1.257,0.027602,0.1863,,0.8346,touches_boundary,train,OHI_datasetIMG_6601_JPG.rf.2aad620353b31d8d79914b3690083d6d,0.1482
1.234,0.031447,0.197,,0.8406,touches_boundary,train,OHI_datasetIMG_6601_JPG.rf.2aad620353b31d8d79914b3690083d6d,0.1596
1.159,0.028512,0.1818,,0.6711,touches_boundary,train,OHI_datasetIMG_6602_JPG.rf.3e0dc7f04e1d548c5ececee0f597cf90,0.1569
2.126,0.030797,0.2559,,0.6583,touches_boundary,train,OHI_datasetIMG_6621_JPG.rf.78a7ab2a1bfddfd8e1f446a91074b89e,0.1204
2.363,0.022452,0.2304,,0.6565,touches_boundary,train,OHI_datasetIMG_6621_JPG.rf.78a7ab2a1bfddfd8e1f446a91074b89e,0.0975
1.798,0.031813,0.2392,,0.9293,touches_boundary,train,OHI_datasetIMG_6626_JPG.rf.501e4d43fdb500b9fae2010a25fa3dcf,0.133
1.327,0.02707,0.1895,,0.8246,touches_boundary,train,OHI_datasetIMG_6626_JPG.rf.9651f6f1fcadf2fd7f7f5e1d0ba0b49f,0.1428
1.661,0.024129,0.2002,,0.9338,touches_boundary,train,OHI_datasetIMG_6641_JPG.rf.0d8a6f9c1077e5d0704ea1d2b3cc5494,0.1205
1.314,0.038598,0.2252,,0.7093,touches_boundary,train,OHI_datasetIMG_6649_JPG.rf.2748c590102e6a7bd04bef6f5ae8b5da,0.1714
1.565,0.036137,0.2378,,0.7085,touches_boundary,train,OHI_datasetIMG_6649_JPG.rf.2748c590102e6a7bd04bef6f5ae8b5da,0.152
1.263,0.029534,0.1931,,0.7376,touches_boundary,train,OHI_datasetIMG_6651_JPG.rf.4b28235cf1c50d2bd63e388e4379ccc1,0.1529
1.447,0.048839,0.2658,,0.7341,touches_boundary,train,OHI_datasetIMG_6651_JPG.rf.4b28235cf1c50d2bd63e388e4379ccc1,0.1837
1.541,0.036169,0.2361,,0.968,touches_boundary,train,OHI_datasetIMG_6651_JPG.rf.a31e0143b63d2ba3cd69bbad1398f11a,0.1532
1.572,0.045166,0.2665,,0.7933,touches_boundary,train,OHI_datasetIMG_6657_JPG.rf.66285ce296f62a8a231c20a88bffcccf,0.1695
1.412,0.042568,0.2452,,0.7381,touches_boundary,train,OHI_datasetIMG_6657_JPG.rf.b327a16587527536787981c6c0d3a333,0.1736
1.31,0.006995,0.0957,,0.6953,touches_boundary,train,OHI_datasetIMG_6683_JPG.rf.0ed352ff5f7c6e3204a2d03492920bde,0.0731
1.075,0.005215,0.0749,,0.728,touches_boundary,train,OHI_datasetIMG_6683_JPG.rf.0ed352ff5f7c6e3204a2d03492920bde,0.0697
1.247,0.008595,0.1035,,0.7007,touches_boundary,train,OHI_datasetIMG_6683_JPG.rf.0ed352ff5f7c6e3204a2d03492920bde,0.083
1.432,0.013873,0.1409,,0.667,touches_boundary,train,OHI_datasetIMG_6683_JPG.rf.0ed352ff5f7c6e3204a2d03492920bde,0.0984
1.849,0.021807,0.2008,,0.9595,touches_boundary,train,OHI_datasetIMG_6685_JPG.rf.8acf0038fc7cf3e8c8b64d2a961ecfeb,0.1086
1.331,0.028823,0.1959,,0.7111,touches_boundary,train,OHI_datasetIMG_6685_JPG.rf.dd3bbdbdf7943fbb8a21d0425059e3a5,0.1472
1.116,0.051507,0.2397,,0.7963,touches_boundary,train,OHI_datasetIMG_6686_JPG.rf.3c1163c14ac67bb5aab6322124d9a829,0.2148
1.426,0.057527,0.2864,,0.8054,touches_boundary,train,OHI_datasetIMG_6686_JPG.rf.3c1163c14ac67bb5aab6322124d9a829,0.2009
2.026,0.037115,0.2742,,0.8052,touches_boundary,train,OHI_datasetIMG_6686_JPG.rf.3c1163c14ac67bb5aab6322124d9a829,0.1354
1.715,0.041394,0.2664,,0.729,touches_boundary,train,OHI_datasetIMG_6686_JPG.rf.68f56defb250374d9d93c38d994bbf88,0.1554
1.207,0.039616,0.1811,,0.729,touches_boundary,train,OHI_datasetIMG_6686_JPG.rf.68f56defb250374d9d93c38d994bbf88,0.2187
1.183,0.055411,0.2561,,0.7741,touches_boundary,train,OHI_datasetlower_JPG.rf.027bcd92bdcb1786f9ffd2cfdc9961db,0.2164
1.561,0.037081,0.2406,,0.8188,touches_boundary,train,OHI_datasetlower_JPG.rf.027bcd92bdcb1786f9ffd2cfdc9961db,0.1541
1.748,0.025966,0.1219,,0.8149,touches_boundary,train,OHI_datasetlower_JPG.rf.027bcd92bdcb1786f9ffd2cfdc9961db,0.213
1.235,0.049109,0.2463,,0.9363,touches_boundary,train,OHI_datasetlower_JPG.rf.bfe1cc5f9bb3b823fe4fab0a1bdff50d,0.1994
1.205,0.022434,0.1644,,0.9427,touches_boundary,train,OHI_datasetlower_JPG.rf.bfe1cc5f9bb3b823fe4fab0a1bdff50d,0.1364
1.45,0.027517,0.1998,,0.9396,touches_boundary,train,OHI_datasetlower_JPG.rf.bfe1cc5f9bb3b823fe4fab0a1bdff50d,0.1377
1.073,0.050231,0.2321,,0.9511,touches_boundary,train,OHI_datasetlower_JPG.rf.bfe1cc5f9bb3b823fe4fab0a1bdff50d,0.2164
1.028,0.030963,0.1736,,0.9495,touches_boundary,train,OHI_datasetlower_JPG.rf.bfe1cc5f9bb3b823fe4fab0a1bdff50d,0.1784
5.383,0.007171,0.1965,,1.0,extreme_aspect,train,OHI_datasetSANGER_M_19591112_324752336_1_jpg.rf.6230ed9411cade0edb36a37415a941f4,0.0365
1.089,0.042866,0.216,,0.8224,touches_boundary,train,OHI_datasetupper_jpg.rf.911e0fffe531deb3e71cdf9c9dc990ab,0.1984
1.066,0.050748,0.2326,,0.8437,touches_boundary,train,OHI_datasetupper_jpg.rf.911e0fffe531deb3e71cdf9c9dc990ab,0.2182
2.136,0.021468,0.2141,,1.0,touches_boundary,valid,OHI_datasetgallery_-127342845_penta_upper_m_jpg.rf.26bde85b117164de79a3b7b8cb174049,0.1003
2.237,0.020492,0.2141,,1.0,touches_boundary,valid,OHI_datasetgallery_-50885731_penta_upper_m_jpg.rf.c3c9b27012c5c52aa9002b3bc80f6a60,0.0957
3.087,0.021774,0.2593,,1.0,touches_boundary,valid,OHI_datasetgallery_-50885731_penta_upper_m_jpg.rf.c3c9b27012c5c52aa9002b3bc80f6a60,0.084
3.253,0.000837,0.0522,,1.0,extremely_small,valid,OHI_datasetIMG_0281_JPG.rf.5246fd1b8883ddac184f832c9e67915d,0.016
3.209,0.000976,0.056,,1.0,extremely_small,valid,OHI_datasetIMG_1111_JPG.rf.c942055271ddc43953098ef41b84b5f5,0.0174
1.85,0.000991,0.0428,,1.0,extremely_small,valid,OHI_datasetIMG_1111_JPG.rf.c942055271ddc43953098ef41b84b5f5,0.0231
3.753,0.000453,0.0412,,1.0,extremely_small,valid,OHI_datasetIMG_1111_JPG.rf.c942055271ddc43953098ef41b84b5f5,0.011
2.143,0.00035,0.0274,,1.0,extremely_small,valid,OHI_datasetIMG_1111_JPG.rf.c942055271ddc43953098ef41b84b5f5,0.0128
1.615,0.000397,0.0253,,1.0,extremely_small,valid,OHI_datasetIMG_1111_JPG.rf.c942055271ddc43953098ef41b84b5f5,0.0157
1.052,0.000391,0.0193,,1.0,extremely_small,valid,OHI_datasetIMG_1111_JPG.rf.c942055271ddc43953098ef41b84b5f5,0.0203
5.885,0.003058,0.1342,,1.0,extreme_aspect,valid,OHI_datasetIMG_1487_JPG.rf.6d13165ebf5750995b1a492bf070b8a7,0.0228
5.375,0.008,0.2074,,1.0,extreme_aspect,valid,OHI_datasetIMG_1746_JPG.rf.d600e314a6b016368ccf8dec0655e93f,0.0386
6.792,0.00384,0.1615,,1.0,extreme_aspect,valid,OHI_datasetIMG_1746_JPG.rf.d600e314a6b016368ccf8dec0655e93f,0.0238
5.05,0.002706,0.1169,,1.0,extreme_aspect,valid,OHI_datasetIMG_2554_JPG.rf.32ba65011ccf35fbbc8c310b8bcd8ba5,0.0231
5.04,0.003618,0.135,,1.0,extreme_aspect,valid,OHI_datasetIMG_3106_JPG.rf.a10f609f0b0ae87f28446a0a7852a886,0.0268
6.362,0.002731,0.1318,,1.0,extreme_aspect,valid,OHI_datasetIMG_3535_JPG.rf.9613839339d5c5328e729649ebdb93d5,0.0207
5.071,0.004246,0.1467,,1.0,extreme_aspect,valid,OHI_datasetIMG_4061_JPG.rf.44a56abf045eae744b40171e894c4a31,0.0289
4.65,0.000949,0.0664,,1.0,extremely_small,valid,OHI_datasetIMG_4197_JPG.rf.ed04242005343e7beffd6cd73f2f5378,0.0143
5.019,0.001732,0.0932,,1.0,extreme_aspect,valid,OHI_datasetIMG_4566_JPG.rf.aafe65408e9cb5731af8465e1d52e537,0.0186
6.094,0.002198,0.1157,,1.0,extreme_aspect,valid,OHI_datasetIMG_4922_JPG.rf.0db42f8913292f6f2c19f6a10483eef0,0.019
6.184,0.004044,0.1581,,1.0,extreme_aspect,valid,OHI_datasetIMG_4981_JPG.rf.0f58faa88422b0a5d2ef23579571eef8,0.0256
5.013,0.003788,0.1378,,1.0,extreme_aspect,valid,OHI_datasetIMG_5783_JPG.rf.209553bf5a9903b397ff7fcd4ed35675,0.0275
5.025,0.01077,0.2326,,1.0,extreme_aspect,valid,OHI_datasetIMG_6308_JPG.rf.9c15010b0f21cb9f5a244d771a46c0d1,0.0463
5.707,0.007189,0.2025,,1.0,extreme_aspect,valid,OHI_datasetIMG_6308_JPG.rf.9c15010b0f21cb9f5a244d771a46c0d1,0.0355
1.007,0.026895,0.1646,,1.0,touches_boundary,valid,OHI_datasetIMG_6464_JPG.rf.025c1a36bf056f04c6c340feaf9e50f1,0.1634
5.182,0.003835,0.141,,1.0,extreme_aspect,valid,OHI_datasetIMG_6575_JPG.rf.ab7df5687bd0be415b46647e4a247e15,0.0272
5.071,0.005326,0.1644,,1.0,extreme_aspect,valid,OHI_datasetIMG_6595_JPG.rf.4abfd8607c46fcb8bb74a56146c0843b,0.0324
5.055,0.003644,0.1357,,1.0,extreme_aspect,test,OHI_datasetgallery_-137391181_penta_front_m_jpg.rf.1658a13aacc6e090dad90434d636b387,0.0269
5.935,0.002624,0.1248,,1.0,extreme_aspect,test,OHI_datasetgallery_-137391181_penta_front_m_jpg.rf.1658a13aacc6e090dad90434d636b387,0.021
6.683,0.00826,0.235,,1.0,extreme_aspect,test,OHI_datasetgallery_-48450823_penta_front_m_jpg.rf.3287bcc7ede9fe4a330f1a27a923958f,0.0352
5.05,0.002157,0.1044,,1.0,extreme_aspect,test,OHI_datasetIMG_1660_JPG.rf.c15cec709dbede3eef42a4bc08689a75,0.0207
5.308,0.001831,0.0986,,1.0,extreme_aspect,test,OHI_datasetIMG_3950_JPG.rf.d9001ee9191ae5f7400488617e2b5e08,0.0186
6.158,0.002068,0.1128,,1.0,extreme_aspect,test,OHI_datasetIMG_4741_JPG.rf.6080574cdf807e3aa4c836789fe89619,0.0183
5.654,0.00158,0.0945,,1.0,extreme_aspect,test,OHI_datasetIMG_4741_JPG.rf.6080574cdf807e3aa4c836789fe89619,0.0167
5.25,0.001061,0.0746,,1.0,extreme_aspect,test,OHI_datasetIMG_4892_JPG.rf.bd964b849dfcc4ed5c65ad461905c676,0.0142
6.402,0.000898,0.0758,,1.0,extremely_small;extreme_aspect,test,OHI_datasetIMG_5150_JPG.rf.ecd0d45a0aa581f1d310e941438a87ee,0.0118
5.478,0.001053,0.076,,1.0,extreme_aspect,test,OHI_datasetIMG_5150_JPG.rf.ecd0d45a0aa581f1d310e941438a87ee,0.0139
1.902,0.000782,0.0386,,1.0,extremely_small,test,OHI_datasetIMG_5208_JPG.rf.b8dadd9f82f190023810f38231e0f4d8,0.0203
6.0,0.008931,0.2315,,1.0,extreme_aspect,test,OHI_datasetIMG_5922_JPG.rf.617fac837a568bdef27d9e0a2ffad0bb,0.0386
,,,0.7077,,heavy_overlap_iou>=0.7,train,OHI_datasetIMG_6630_JPG.rf.2d9a6068e169603c26d9e6b32575d940,
,,,0.7077,,heavy_overlap_iou>=0.7,train,OHI_datasetIMG_6630_JPG.rf.e8293adda0e170fa1b88d5f2a562eb28,
